Rank,Name,Team,Player_Type,Position,Salary_M,Dollar_Per_Score,Rostered_By,HR,R,RBI,SB,AVG,OBP,SLG,W,QS,SO,ERA,WHIP,IP,SV,HLD,Strategy_Score,FPTS,WAR,z_HR,z_R,z_RBI,z_QS,z_K,z_ERA,z_WHIP,Block_Type,Blocking_Franchise,Tier
26,A.J. Minter,NYM,Pitcher,RP,,,,6.72667,24.0479,,,0.219149,,,3.2618,0.0,68.4564,3.32925,1.18544,60.0,2.37,15.4795,5.285431373011354,364.5,0.505829,,,,-0.7013491910761157,-0.3375089841541075,1.672007906178372,1.5170600566244177,,,Tier 1 - Elite
27,Chris Martin,TEX,Pitcher,RP,,,,6.036,22.2092,,,0.239017,,,2.8654,0.0,54.8575,3.39445,1.14657,54.0,3.84,12.3147,5.2705502327888105,331.8,0.705958,,,,-0.7013491910761157,-0.6248659671460866,1.5247928436872673,1.9550415320640437,,,Tier 1 - Elite
28,Trevor Megill,MIL,Pitcher,RP,,,,7.546,26.9231,,,0.21508,,,3.4932,0.0,81.7375,3.41223,1.16397,66.0,6.993,10.7699,5.187417124538489,417.2000000000001,0.775596,,,,-0.7013491910761157,-0.05686740087790337,1.484647386461932,1.7589808767347552,,,Tier 1 - Elite
29,Grant Taylor,CHW,Pitcher,RP,,,,7.95725,31.8124,,,0.221849,,,4.1977,0.7513,91.6465,3.32266,1.2187,78.8714,10.686,9.487,5.104103092612567,490.2000000000001,1.05644,,,,-0.5777115034744248,0.1525186777363612,1.6868874654086847,1.1422912407478572,,,Tier 1 - Elite
30,Gabe Speier,SEA,Pitcher,RP,,,,6.36711,22.4845,,,0.220136,,,3.1197,0.0,66.499,3.20518,1.13417,58.0,0.0,11.7185,4.982307424211837,347.6,0.526269,,,,-0.7013491910761157,-0.3788706059403183,1.9521455258604483,2.0947629186205514,,,Tier 1 - Elite
31,Robert Suarez,ATL,Pitcher,RP,,,,7.58589,28.31,,,0.233545,,,3.6354,0.0,73.2113,3.51144,1.20382,67.0,8.465,11.1056,4.9246068814587165,405.0,0.707128,,,,-0.7013491910761157,-0.23703367229590136,1.2606411541039186,1.3099569046156638,,,Tier 1 - Elite
32,Fernando Cruz,NYY,Pitcher,RP,,,,6.97433,24.5769,,,0.205253,,,3.33,0.0,80.401,3.35716,1.20381,61.0,1.097,16.0263,4.879740307465904,385.1000000000001,0.700315,,,,-0.7013491910761157,-0.08510884744849219,1.608989924673361,1.3100695831532077,,,Tier 1 - Elite
33,Garrett Whitlock,BOS,Pitcher,RP,,,,7.51333,29.2362,,,0.23394,,,3.6986,0.0,77.3732,3.46188,1.18565,70.0,3.254,14.1255,4.875720334785994,411.4,0.806513,,,,-0.7013491910761157,-0.14908898357002512,1.37254266479501,1.5146938073359602,,,Tier 1 - Elite
34,Will Vest,DET,Pitcher,RP,,,,6.07467,27.2222,,,0.235831,,,3.5947,0.0,69.3945,3.27241,1.21188,68.0,4.829,11.6707,4.841859619834321,412.80000000000007,0.765625,,,,-0.7013491910761157,-0.3176860877621366,1.8003469269144827,1.2191380033539332,,,Tier 1 - Elite
35,Emilio Pagán,CIN,Pitcher,RP,,,,10.8827,32.4492,,,0.233612,,,3.1952,0.0,72.6125,4.1716,1.25115,66.0,26.55,4.0578,4.831499815259859,421.70000000000016,0.398793,,,,-0.7013491910761157,-0.24968685464267915,-0.22993393261583087,0.7766493864124849,,,Tier 1 - Elite
36,Riley O'Brien,STL,Pitcher,RP,,,,5.537,27.2218,,,0.236191,,,3.2206,0.0,63.9606,3.53553,1.32045,63.0,17.357,8.8854,4.808406156473207,402.80000000000007,0.343936,,,,-0.7013491910761157,-0.43250928007034634,1.2062483495730791,-0.004212878778306851,,,Tier 1 - Elite
37,Bobby Witt Jr.,KCR,Batter,Batter,35.7,7.5231247156776355,Nick & Alex Gianaris,26.4269,97.2182,86.2704,31.3062,0.291511,0.349368,0.510682,,,105.948,,,,,,4.745368626629816,928.4,6.38615,1.0901664500471204,2.1724518717725974,1.6398691062012647,,,,,,,Tier 1 - Elite
38,Adrian Morejon,SDP,Pitcher,RP,,,,6.92844,27.6837,,,0.232709,,,3.6212,0.0,69.9791,3.35003,1.21306,68.0,3.236,13.5005,4.738917311461057,397.1,0.668733,,,,-0.7013491910761157,-0.30533296418176514,1.6250887497586615,1.2058419359235566,,,Tier 1 - Elite
39,Edwin Uceta,TBR,Pitcher,RP,,,,9.73,32.0977,,,0.227658,,,3.4733,0.0,78.9429,3.85584,1.22817,70.0,12.279,11.7083,4.699854990842619,418.0,0.434137,,,,-0.7013491910761157,-0.11591981134267519,0.48302048658955515,1.0355846656922023,,,Tier 1 - Elite
40,Robert Stephenson,LAA,Pitcher,RP,,,,8.63333,27.9096,,,0.231394,,,2.902,0.0,66.4316,3.9217,1.23027,60.0,17.039,7.7611,4.6689724554284915,375.49999999999994,0.387086,,,,-0.7013491910761157,-0.3802948285357971,0.33431521027568817,1.0119221728076329,,,Tier 1 - Elite
41,Matt Strahm,KCR,Pitcher,RP,,,,8.294,28.6185,,,0.228291,,,3.4361,0.0,72.1107,3.6568,1.18225,66.0,1.052,16.738,4.647254394481623,386.8000000000001,0.730151,,,,-0.7013491910761157,-0.2602903397823137,0.9324328491390873,1.5530045101014545,,,Tier 1 - Elite
42,Louis Varland,TOR,Pitcher,RP,,,,7.63056,27.9918,,,0.239709,,,3.5861,0.0,68.4056,3.44479,1.18254,67.0,2.064,13.3784,4.644738943279052,373.7999999999999,0.723196,,,,-0.7013491910761157,-0.3385824338254773,1.4111301712056388,1.549736832512634,,,Tier 1 - Elite
43,Dylan Lee,ATL,Pitcher,RP,,,,8.53667,27.8778,,,0.23303,,,3.5038,0.0,71.3611,3.58761,1.19547,65.0,1.058,16.2514,4.568911627241107,364.49999999999994,0.520413,,,,-0.7013491910761157,-0.276130061704733,1.0886569315587118,1.404043483466212,,,Tier 1 - Elite
44,Tanner Scott,LAD,Pitcher,RP,6.7,1.4729429301398138,Tyler Hart,7.056,26.1682,,,0.222046,,,3.4651,0.0,73.2467,3.43072,1.24413,63.0,3.763,14.6742,4.548716629071316,383.9,0.709069,,,,-0.7013491910761157,-0.23628563846978903,1.4428988204272617,0.8557497197694746,,,Tier 1 - Elite
45,Alex Vesia,LAD,Pitcher,RP,,,,8.73656,26.489,,,0.212282,,,3.2906,0.0,75.13,3.66513,1.21474,61.0,1.254,17.8989,4.5342112803140395,355.9000000000001,0.574895,,,,-0.7013491910761157,-0.19648981630264378,0.9136245443760368,1.186911941615902,,,Tier 1 - Elite
46,Dennis Santana,PIT,Pitcher,RP,,,,7.91822,32.7474,,,0.247375,,,3.2714,0.0,63.6394,4.02557,1.32336,68.0,26.002,4.6423,4.449470908152078,429.80000000000007,0.289731,,,,-0.7013491910761157,-0.4392965248428664,0.0997871651690767,-0.03700233320406955,,,Tier 1 - Elite
47,José Alvarado,PHI,Pitcher,RP,,,,6.30044,25.5263,,,0.222445,,,3.4701,0.0,74.3573,3.26842,1.23865,64.0,3.137,12.5227,4.431299229055761,392.99999999999994,0.794029,,,,-0.7013491910761157,-0.2128176619929498,1.8093559468430027,0.9174975583444456,,,Tier 1 - Elite
48,Kenley Jansen,DET,Pitcher,RP,,,,8.28,28.9377,,,0.230778,,,2.9024,0.0,62.502,4.08641,1.24981,60.0,22.535,4.2261,4.4222457939313,392.8,0.274218,,,,-0.7013491910761157,-0.4633308094140506,-0.03758345449286777,0.79174831044359,,,Tier 1 - Elite
49,Jared Koenig,MIL,Pitcher,RP,,,,7.15,27.3396,,,0.232742,,,3.3926,0.0,68.4413,3.47687,1.23875,65.0,0.954,15.5886,4.228747421649681,373.7,0.524069,,,,-0.7013491910761157,-0.33782806072965255,1.3386967478204446,0.91637077296899,,,Tier 1 - Elite
50,Luke Weaver,NYM,Pitcher,RP,,,,9.20133,29.6674,,,0.232091,,,3.4825,0.0,71.1366,3.71537,1.20725,67.0,3.555,14.1594,4.224305081266277,375.0999999999999,0.332442,,,,-0.7013491910761157,-0.28087394853982234,0.8001876618675535,1.2713081662375332,,,Tier 1 - Elite
51,Carlos Estévez,KCR,Pitcher,RP,,,,8.91944,32.9866,,,0.245654,,,3.1373,0.0,60.7099,4.28749,1.32933,65.0,30.857,2.0065,4.196260059251161,413.1,0.2438,,,,-0.7013491910761157,-0.5011994935885006,-0.49160193249457573,-0.10427142011877205,,,Tier 1 - Elite
52,JoJo Romero,STL,Pitcher,RP,,,,6.30044,27.8365,,,0.242035,,,3.2615,0.0,60.817,3.56339,1.32741,64.0,13.584,9.2003,4.122988323530883,387.4,0.295117,,,,-0.7013491910761157,-0.49893637430102566,1.143343263054641,-0.0826371409100237,,,Tier 1 - Elite
53,Xavier Edwards,MIA,Batter,Batter,9.3,2.261727026555425,JD Barnett,4.6292,67.4048,45.2465,25.4598,0.285351,0.351209,0.374704,,,77.3102,,,,,,4.11190205131154,615.7,2.71838,-2.0244762068665363,0.14978785591408406,-1.312037293828594,,,,,,,Tier 1 - Elite
54,Luis Arraez,,Batter,Batter,10.3,2.559447199923812,Zack Semler,6.6706,70.646,53.7976,8.8908,0.305499,0.345337,0.404174,,,26.3625,,,,,,4.024306498804353,655.3,1.42862,-1.7327834356189489,0.36968423164448133,-0.6967362908207049,,,,,Partial,Zack Semler,Tier 1 - Elite
55,Clayton Beeter,WSN,Pitcher,RP,,,,7.014,28.5882,,,0.223998,,,3.0738,0.0,70.3743,3.77741,1.33905,63.0,16.526,9.1443,4.009962761312971,401.3,0.319847,,,,-0.7013491910761157,-0.296982032880084,0.660107562527858,-0.213794958613067,,,Tier 1 - Elite
56,Yimi García,TOR,Pitcher,RP,,,,7.27333,26.0594,,,0.22708,,,3.1557,0.0,67.0969,3.62457,1.20877,60.0,4.127,11.3357,3.9891196722681013,348.7,0.438517,,,,-0.7013491910761157,-0.3662364414026787,1.0052049574840005,1.254181028530607,,,Tier 1 - Elite
57,Bryan King,HOU,Pitcher,RP,,,,8.18889,30.042,,,0.240573,,,3.4849,0.0,66.7212,3.7227,1.24408,67.0,1.075,16.8452,3.9325458942260245,371.2,0.465776,,,,-0.7013491910761157,-0.37417532017302696,0.7836372568359614,0.8563131124572011,,,Tier 1 - Elite
58,Shawn Armstrong,CLE,Pitcher,RP,,,,8.60578,31.6295,,,0.239875,,,3.3216,0.0,67.9483,3.89289,1.24599,68.0,3.288,16.6041,3.8870338466109216,372.7,0.310813,,,,-0.7013491910761157,-0.34824559395771104,0.3993653015390122,0.8347915117859991,,,Tier 2 - Strong
59,Caleb Thielbar,CHC,Pitcher,RP,,,,8.46267,29.1069,,,0.230435,,,3.3976,0.0,69.426,3.68445,1.23478,66.0,1.177,15.1732,3.8041866965889914,364.2000000000001,0.441601,,,,-0.7013491910761157,-0.3170204644422909,0.8700019215642555,0.9611041523745812,,,Tier 2 - Strong
60,Gregory Soto,PIT,Pitcher,RP,,,,5.62556,26.333,,,0.23247,,,3.0958,0.0,66.0575,3.56725,1.28765,61.0,4.274,13.795,3.7846297253659493,360.80000000000007,0.494503,,,,-0.7013491910761157,-0.38819989786767684,1.1346277700912106,0.3653727243711586,,,Tier 2 - Strong
61,Yandy Díaz,TBR,Batter,Batter,,,,21.3908,84.7058,72.6718,2.6888,0.294119,0.367193,0.467464,,,92.3661,,,,,,3.7332846938227937,829.7,2.81215,0.37056521301372375,1.3235590506912025,0.6613713433984592,,,,,,,Tier 1 - Elite
62,Orion Kerkering,PHI,Pitcher,RP,,,,6.727,26.7624,,,0.228511,,,3.321,0.0,68.7059,3.51069,1.23672,63.0,1.046,13.0009,3.72128040573413,353.70000000000005,0.682106,,,,-0.7013491910761157,-0.3322368248429501,1.2623345789025129,0.9392445160907402,,,Tier 2 - Strong
63,Fernando Tatis Jr.,SDP,Batter,Batter,25.7,7.102723339244556,Tyler Hart,30.3064,97.4287,77.9354,23.7437,0.274794,0.35984,0.502477,,,119.373,,,,,,3.6183304308081703,917.0,5.0858,1.644502741834627,2.186733059940946,1.0401177455493311,,,,,Partial,Tyler Hart,Tier 1 - Elite
64,Eduard Bazardo,SEA,Pitcher,RP,,,,8.51511,30.2305,,,0.232092,,,3.4339,0.0,69.8698,3.70064,1.22869,68.0,1.068,14.0191,3.6017943948414306,359.5,0.289489,,,,-0.7013491910761157,-0.307642571447134,0.8334465249119399,1.029725381739832,,,Tier 2 - Strong
65,Jordan Leasure,CHW,Pitcher,RP,,,,9.14467,31.3244,,,0.227525,,,3.1632,0.0,72.8083,3.98927,1.31806,66.0,17.81,6.9858,3.6011105674652963,397.50000000000006,0.415136,,,,-0.7013491910761157,-0.2455494246101154,0.1817489254210266,0.02271729169508291,,,Tier 2 - Strong
66,Cole Sands,MIN,Pitcher,RP,,,,8.27333,31.9738,,,0.243818,,,3.3794,0.0,67.366,3.9334,1.25761,68.0,4.75,14.7893,3.6010088783793477,385.4000000000001,0.449582,,,,-0.7013491910761157,-0.3605501164702841,0.3078977834176222,0.7038590511580484,,,Tier 2 - Strong
67,Nico Hoerner,CHC,Batter,Batter,5.0,1.402090317666882,Steve Cornish,8.6087,73.8093,59.2283,24.9569,0.284587,0.339348,0.391199,,,59.4289,,,,,,3.566104078316539,696.5,3.53386,-1.4558510559016227,0.5842955500907243,-0.3059660791479449,,,,,Partial,Steve Cornish,Tier 1 - Elite
68,Camilo Doval,NYY,Pitcher,RP,,,,6.03022,26.9564,,,0.222373,,,3.4261,0.0,73.2301,3.45879,1.29593,64.0,2.193,13.7876,3.542398443046035,374.99999999999994,0.551668,,,,-0.7013491910761157,-0.23663641139389835,1.379519574965217,0.27207489528342677,,,Tier 2 - Strong
69,Drew Pomeranz,LAA,Pitcher,RP,,,,7.52067,25.8413,,,0.23215,,,2.8657,0.0,63.1284,3.72418,1.23963,58.0,4.173,11.133,3.4610956134041566,316.20000000000005,0.509847,,,,-0.7013491910761157,-0.4500944142536939,0.7802955652334027,0.90645506166498,,,Tier 2 - Strong
70,José Ramírez,CLE,Batter,Batter,20.0,5.957223800015006,Brenden Freedman,26.569,82.6963,87.0738,29.8253,0.275213,0.348333,0.489903,,,72.1929,,,,,,3.3572685316857864,871.3,4.30175,1.1104709189382158,1.1872262828798261,1.697678373525532,,,,,,,Tier 1 - Elite
71,Lucas Erceg,KCR,Pitcher,RP,4.4,1.3106972772380865,Tyler Hart,5.80044,26.8585,,,0.239393,,,3.2293,0.0,62.593,3.56963,1.27883,62.0,2.104,12.8931,3.3569917908670117,349.4,0.590297,,,,-0.7013491910761157,-0.4614078976011635,1.129253968730339,0.46475519448635094,,,Tier 2 - Strong
72,Geraldo Perdomo,ARI,Batter,Batter,,,,12.3213,77.2291,54.6165,18.5628,0.270256,0.364986,0.412082,,,73.8564,,,,,,3.3435176296104077,692.5,3.92132,-0.9253628700812084,0.8163088864238148,-0.6378117090285191,,,,,,,Tier 1 - Elite
73,Phil Maton,CHC,Pitcher,RP,,,,7.55444,29.8172,,,0.233352,,,3.2844,0.0,67.2656,3.81431,1.27765,65.0,3.531,14.1687,3.323376462421278,351.8,0.222983,,,,-0.7013491910761157,-0.3626716587341726,0.576791062437034,0.4780512619167276,,,Tier 2 - Strong
74,Andrew Kittredge,BAL,Pitcher,RP,,,,8.41222,31.2071,,,0.248159,,,3.4563,0.0,66.5079,3.87534,1.25353,67.0,3.931,12.9981,3.2996399171856043,371.4,0.405898,,,,-0.7013491910761157,-0.37868254093883785,0.4389914418261116,0.749831894476639,,,Tier 2 - Strong
75,Julian Fernández,WSN,Pitcher,RP,,,,7.09967,26.2985,,,0.233902,,,2.9041,0.0,60.7067,3.71423,1.24674,59.0,2.306,12.017,3.2699036400801025,326.3,0.360231,,,,-0.7013491910761157,-0.5012671124654372,0.8027616675614162,0.8263406214700811,,,Tier 2 - Strong
76,Blake Treinen,LAD,Pitcher,RP,3.0,0.9178115188793993,Brian Frederick,7.06311,26.2335,,,0.231939,,,3.0723,0.0,63.9729,3.76761,1.25777,58.0,1.254,14.2481,3.2686449649954774,327.5,0.533477,,,,-0.7013491910761157,-0.4322493700121209,0.6822349798961534,0.7020561945573175,Partial,Brian Frederick,Tier 2 - Strong
77,Tyler Holton,DET,Pitcher,RP,,,,8.272,32.5021,,,0.251198,,,3.598,0.0,62.3576,3.72949,1.25646,72.0,0.966,13.9527,3.2641391301371456,368.80000000000007,0.434949,,,,-0.7013491910761157,-0.46638211123581874,0.768306117659357,0.7168170829757886,,,Tier 2 - Strong
78,Kyle Finnegan,DET,Pitcher,RP,,,,7.08978,29.2636,,,0.241911,,,3.1784,0.0,62.2183,3.78817,1.28726,64.0,3.863,13.4395,3.2222868902391357,352.5,0.405279,,,,-0.7013491910761157,-0.46932564547246897,0.6358125614173631,0.3697671873354345,,,Tier 2 - Strong
79,Aaron Bummer,ATL,Pitcher,RP,,,,4.78511,25.4659,,,0.242066,,,3.3273,0.0,62.4198,3.39448,1.29761,61.0,0.0,13.1634,3.221829377611612,339.30000000000007,0.550292,,,,-0.7013491910761157,-0.4650677693153618,1.5247251066953231,0.25314490097577225,,,Tier 2 - Strong
80,Angel Zerpa,MIL,Pitcher,RP,,,,5.97333,25.2323,,,0.241354,,,3.1318,0.0,59.0593,3.44438,1.26542,60.0,0.0,11.8063,3.2127204803360048,324.2,0.456558,,,,-0.7013491910761157,-0.5360781555484061,1.4120559100955359,0.615857113334958,,,Tier 2 - Strong
81,Keegan Akin,BAL,Pitcher,RP,,,,9.01267,30.6619,,,0.239806,,,3.4088,0.0,68.2967,3.8867,1.29471,66.0,2.949,15.648,3.172573798518757,356.1,0.239713,,,,-0.7013491910761157,-0.3408835887312291,0.4133417008767416,0.2858216768639862,,,Tier 2 - Strong
82,Jacob Wilson,ATH,Batter,Batter,1.0,0.31603741374249167,Tyler Hart,11.3378,55.9526,54.6807,4.7151,0.300523,0.348359,0.444953,,,38.3645,,,,,,3.1641823294212985,595.7,3.24068,-1.065893800091007,-0.6271766245683453,-0.6331921484581707,,,,,,,Tier 1 - Elite
83,Steven Kwan,CLE,Batter,Batter,5.3,1.688077358592049,Zack Semler,11.2665,77.3129,51.0949,16.9728,0.2782,0.35032,0.398934,,,56.4944,,,,,,3.1396665401759174,681.9,2.8037,-1.076081756684498,0.8219942240414276,-0.8912111561397189,,,,,Partial,Zack Semler,Tier 1 - Elite
84,Matt Svanson,STL,Pitcher,RP,,,,6.65167,30.2599,,,0.247682,,,3.2058,0.0,58.7587,3.83499,1.33917,65.0,5.66,14.6665,3.139525918988206,357.7,0.209666,,,,-0.7013491910761157,-0.5424301038006464,0.5300976959904689,-0.21514710106361268,,,Tier 2 - Strong
85,Kody Funderburk,MIN,Pitcher,RP,,,,6.03778,29.2611,,,0.245674,,,3.2986,0.0,62.3339,3.69623,1.34981,65.0,10.45,9.4288,3.138705034956809,365.6,0.363126,,,,-0.7013491910761157,-0.46688291354313105,0.8434038627276726,-0.33503706501209785,,,Tier 2 - Strong
86,Kevin Ginkel,ARI,Pitcher,RP,,,,6.34667,27.5112,,,0.242196,,,3.0792,0.0,61.9075,3.81252,1.29282,60.0,2.26,14.7285,3.0863272931219106,346.6,0.4256,,,,-0.7013491910761157,-0.47589312889494484,0.5808327029563444,0.3071179204600981,,,Tier 2 - Strong
87,Bryan Baker,TBR,Pitcher,RP,,,,8.561,29.0764,,,0.233024,,,3.116,0.0,68.8658,3.86653,1.25464,63.0,3.25,12.3628,3.066507025806011,335.9000000000001,0.448948,,,,-0.7013491910761157,-0.3288579940860201,0.45888353846026236,0.7373245768090815,,,Tier 2 - Strong
