Rank,Name,Team,Player_Type,Position,Salary_M,Dollar_Per_Score,Rostered_By,HR,R,RBI,SB,AVG,OBP,SLG,W,QS,SO,ERA,WHIP,IP,SV,HLD,Strategy_Score,FPTS,WAR,z_HR,z_R,z_RBI,z_QS,z_K,z_ERA,z_WHIP,Block_Type,Blocking_Franchise,Tier
72,Alec Burleson,STL,Batter,Batter,5.0,2.8698275176749766,Jake Zuckman & Andrew Meyers,20.2378,66.1361,72.862,5.7734,0.278016,0.333164,0.455014,,,76.0454,,,,,,1.7422649860333093,669.3,2.14367,0.20581466669822066,0.06371401539540161,0.6750573312564067,,,,,,,Tier 2 - Strong
73,Jeremy Peña,HOU,Batter,Batter,5.0,2.9503369073716814,Brian Frederick,17.8674,78.8479,64.4384,16.2838,0.272277,0.326103,0.428994,,,105.466,,,,,,1.6947217070386271,699.6,3.4951,-0.1328884512430361,0.9261349548652454,0.06893068919430387,,,,,Partial,Brian Frederick,Tier 2 - Strong
74,Kris Bubic,KCR,Pitcher,SP,,,,17.3972,71.2827,,,0.246375,,,9.5755,12.3228,147.764,3.79699,1.29111,155.332,0.0,0.6688,1.6392767014256167,678.7,2.4797,,,,0.07762936607474002,0.18685120361714938,0.8152695283202601,0.17235832196574974,,,Tier 2 - Strong
75,Geraldo Perdomo,ARI,Batter,Batter,,,,12.3213,77.2291,54.6165,18.5628,0.270256,0.364986,0.412082,,,73.8564,,,,,,1.6339308731135895,692.5,3.92132,-0.9253628700812084,0.8163088864238148,-0.6378117090285191,,,,,,,Tier 2 - Strong
76,Byron Buxton,MIN,Batter,Batter,5.0,3.1009891525362394,Jake Zuckman & Andrew Meyers,25.5534,71.7553,63.7502,14.4183,0.24773,0.315257,0.489176,,,132.988,,,,,,1.6123887424470982,652.7,2.89735,0.9653532651324699,0.4449437187473229,0.01941072681869954,,,,,,,Tier 2 - Strong
77,Jordan Westburg,BAL,Batter,Batter,,,,22.9251,74.6399,72.1468,5.1886,0.264449,0.320766,0.465571,,,118.392,,,,,,1.5582061483659864,679.8,3.20182,0.5897991793726804,0.6406468797469221,0.62359456303346,,,,,,,Tier 2 - Strong
78,Jack Flaherty,DET,Pitcher,SP,4.7,3.0221850605311102,JD Barnett,21.8341,77.7603,,,0.235885,,,10.0027,14.3886,178.924,3.91339,1.26658,165.689,0.0,0.0,1.5551661813767406,725.6000000000001,2.60553,,,,0.6301991540056346,1.084991528556624,0.5647615286440588,0.4429638588710852,,,Tier 2 - Strong
79,Tanner Bibee,CLE,Pitcher,SP,3.9,2.750688074666009,Jake Zuckman & Andrew Meyers,25.5123,88.8182,,,0.246656,,,10.3237,15.8009,171.217,4.07779,1.2664,182.086,0.0,0.0,1.4178270651329818,722.0,2.33613,,,,1.0079677238065847,0.8628487979947329,0.2109512610601456,0.44494954972485523,Partial,Jake Zuckman & Andrew Meyers,Tier 2 - Strong
80,David Peterson,NYM,Pitcher,SP,,,,18.5194,82.0153,,,0.249223,,,11.6361,17.1399,160.561,3.67625,1.34956,181.959,0.0,0.0,1.4162842973600938,746.0999999999999,2.34455,,,,1.3661296688348878,0.5557055597869329,1.0751177747197838,-0.4724396247165546,,,Tier 2 - Strong
81,Eury Pérez,MIA,Pitcher,SP,15.7,11.458200627335405,JD Barnett,22.0271,72.8586,,,0.228595,,,9.0714,12.9536,171.754,3.99184,1.2217,154.035,0.0,0.0,1.3701976872830357,685.0,2.61372,,,,0.2463586826720911,0.8783270186138753,0.395926884532393,0.9380627784108932,Partial,JD Barnett,Tier 2 - Strong
82,Shota Imanaga,CHC,Pitcher,SP,1.5,1.1069767420173098,Tyler Hart,29.5606,83.65,,,0.249861,,,10.1861,14.6676,155.64,4.11696,1.19871,171.421,0.0,0.0,1.3550420194614572,645.6000000000001,2.15557,,,,0.70482737108024,0.413865106031247,0.12665230618629106,1.1916796269006484,,,Tier 2 - Strong
83,Reid Detmers,LAA,Pitcher,SP,,,,20.3748,71.6448,,,0.237407,,,8.4172,11.6323,156.906,4.03344,1.28749,148.721,0.0,0.6594,1.350532595886778,631.6000000000001,1.91692,,,,-0.10706878406868282,0.4503556596696742,0.3063982523457097,0.2122927713582204,,,Tier 2 - Strong
84,Cody Ponce,TOR,Pitcher,SP,,,,19.6738,73.4264,,,0.250526,,,9.3055,11.6436,146.772,4.00521,1.26537,152.51,0.0,0.6491,1.3443706249176266,646.8000000000001,2.29793,,,,-0.10404620753483719,0.15825828954975607,0.3671528986589322,0.45631211405475575,,,Tier 2 - Strong
85,Joe Musgrove,SDP,Pitcher,SP,,,,21.578,74.3659,,,0.24658,,,9.7811,14.0353,150.212,3.89702,1.21375,158.921,0.0,0.0,1.34232972878226,657.8,2.31692,,,,0.535696827509369,0.2574111367189406,0.5999919062617519,1.0257641244523688,,,Tier 2 - Strong
86,Yusei Kikuchi,LAA,Pitcher,SP,,,,26.3627,86.9228,,,0.243438,,,10.032,15.0256,181.773,4.09743,1.28426,177.726,0.0,0.0,1.3181383402233895,728.4000000000001,2.53386,,,,0.8005868754268662,1.1671096859941257,0.16868341644124046,0.24792489056752545,,,Tier 2 - Strong
